date,ticker,event_type,headline,body,severity_true,sentiment,direction_true,original_date,ret_fwd_5d
2013-02-20,DIS,DATA_PRIVACY,DIS under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,2,negative,-1,2013-01-18,-0.0021979066052992824
2013-05-01,RTX,REGULATORY_UPDATE,Regulatory changes affect RTX's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2013-01-18,0.036573414420370653
2013-12-27,PFE,PRODUCT_LIABILITY,PFE reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1,2013-01-19,-0.0029371829165257823
2013-04-25,XOM,SUPPLY_CHAIN,XOM faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",3,negative,-1,2013-01-21,0.006359217983804344
2013-02-20,BA,REGULATORY_UPDATE,Regulatory changes affect BA's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2013-01-21,0.03450100037876358
2013-08-19,LMT,LABOR_LAWSUIT,LMT settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1,2013-01-24,0.026904864569845754
2013-03-12,PFE,PRODUCT_LIABILITY,PFE reaches settlement in product liability case,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,2,negative,-1,2013-01-25,0.0017893588248194536
2013-11-25,XOM,SEC_ENFORCEMENT,SEC charges XOM with securities law violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1,2013-01-25,-0.007361119982585929
2013-11-20,MRK,FDA_ACTION,FDA issues warning to MRK over manufacturing practices,"Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",0,negative,-1,2013-02-01,0.03532110232753016
2013-12-19,TSLA,SUPPLY_CHAIN,Regulators scrutinize TSLA's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,3,negative,-1,2013-02-01,0.07390565923228354
2013-11-27,AMZN,ANTITRUST,Regulators probe AMZN for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1,2013-02-07,
2013-04-25,CVX,ACCOUNTING_FRAUD,CVX investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1,2013-02-09,0.029786638609735627
2013-03-13,MSFT,ACCOUNTING_FRAUD,MSFT investigated over alleged accounting misconduct,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1,2013-02-09,0.014326417825963222
2013-05-21,HUM,LABOR_LAWSUIT,Employees file class-action labor lawsuit against HUM,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2013-02-10,0.021378755398959504
2013-07-10,COST,DATA_PRIVACY,COST under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1,2013-02-10,0.03299623977925226
2013-11-22,PEP,PRODUCT_LIABILITY,PEP reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1,2013-02-12,-0.023793071184466275
2013-10-14,HUM,REGULATORY_UPDATE,HUM issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2013-02-12,-0.04358750517289722
2013-08-27,KO,PRODUCT_LIABILITY,KO faces product liability lawsuit over safety claims,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1,2013-02-14,0.0102226875295659
2013-11-21,TSLA,ANTITRUST,TSLA faces antitrust investigation over market practices,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1,2013-02-17,0.04242421189189649
2013-09-10,ORCL,SUPPLY_CHAIN,ORCL faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0,2013-02-19,0.0121731517111896
2013-07-16,BAC,LABOR_LAWSUIT,Employees file class-action labor lawsuit against BAC,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2013-02-19,0.07327585534731873
2013-05-15,XOM,SEC_ENFORCEMENT,XOM to restate earnings after SEC investigation,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1,2013-02-20,0.010411857148895365
2013-07-16,XOM,SUPPLY_CHAIN,Regulators scrutinize XOM's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0,2013-02-20,0.020363940047191775
2013-02-04,MS,FINRA_ACTION,FINRA sanctions MS subsidiary for compliance failures,FINRA issued a disciplinary action against the company for not properly vetting certain securities offerings. The firm has responded by reviewing its internal processes to prevent future violations.,3,negative,-1,2013-02-22,0.01748244356302453
2013-10-23,MSFT,DATA_PRIVACY,MSFT fined for violating data privacy regulations,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",3,negative,-1,2013-02-23,0.05272511409359515
2013-08-29,TGT,SUPPLY_CHAIN,Regulators scrutinize TGT's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0,2013-02-23,0.002216488317444032
