
date,ticker,event_type,headline,body,severity_true,sentiment,direction_true
2013-07-20,BA,ACCOUNTING_FRAUD,BA executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1
2013-07-22,C,REGULATORY_UPDATE,Regulatory changes affect C's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2013-07-27,BP,SUPPLY_CHAIN,Regulators scrutinize BP's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0
2013-07-27,NFLX,SEC_ENFORCEMENT,NFLX fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",0,negative,-1
2013-08-01,JNJ,PRODUCT_LIABILITY,JNJ faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,0,negative,-1
2013-08-03,META,SUPPLY_CHAIN,META resolves supply chain compliance issue,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,1,neutral,0
2013-08-04,MS,REGULATORY_UPDATE,Regulatory changes affect MS's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2013-08-05,WFC,LABOR_LAWSUIT,WFC sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,2,negative,-1
2013-08-07,NFLX,SUPPLY_CHAIN,Regulators scrutinize NFLX's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,0,neutral,0
2013-08-07,BA,ANTITRUST,Regulators probe BA for alleged anticompetitive behavior,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",0,negative,-1
2013-08-08,AMZN,ANTITRUST,AMZN faces antitrust investigation over market practices,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",2,negative,-1
2013-08-09,BA,REGULATORY_UPDATE,Regulatory changes affect BA's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",2,negative,-1
2013-08-11,PG,REGULATORY_UPDATE,Regulatory changes affect PG's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,2,negative,-1
2013-08-12,WMT,SUPPLY_CHAIN,WMT resolves supply chain compliance issue,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",3,negative,-1
2013-08-17,DIS,REGULATORY_UPDATE,DIS issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,4,negative,-1
2013-08-19,AAPL,ANTITRUST,AAPL faces antitrust investigation over market practices,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",0,negative,-1
2013-08-22,BAC,REGULATORY_UPDATE,BAC issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2013-08-22,RTX,REGULATORY_UPDATE,RTX responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2013-08-24,NVDA,ANTITRUST,NVDA hit with antitrust lawsuit alleging monopolistic conduct,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,3,negative,-1
2013-08-24,BP,REGULATORY_UPDATE,Regulatory changes affect BP's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1
2013-08-25,MRK,PRODUCT_LIABILITY,MRK faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,1,negative,-1
2013-08-25,PG,LABOR_LAWSUIT,PG sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2013-08-26,LMT,REGULATORY_UPDATE,Regulatory changes affect LMT's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2013-08-29,LLY,REGULATORY_UPDATE,LLY responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
